Grupo_edad,Año, Hombre, Mujer
 30-34 años,2004,407,103
,,,
 30-34 años,2005,435,117
,,,
 30-34 años,2006,374,127
,,,
 30-34 años,2007,375,106
,,,
 30-34 años,2008,438,92
,,,
 30-34 años,2009,548,138
,,,
 30-34 años,2010,543,122
,,,
 30-34 años,2011,427,112
,,,
 30-34 años,2012,362,108
,,,
 30-34 años,2013,391,114
,,,
 30-34 años,2014,436,142
,,,
 30-34 años,2015,382,125
,,,
 30-34 años,2016,518,132
,,,
 30-34 años,2017,566,141
,,,
 30-34 años,2018,628,162
,,,
 30-34 años,2019,643,173
,,,
 30-34 años,2020,757,226
,,,
 30-34 años,2021,761,238
,,,
 30-34 años,2022,650,212
,,,
 30-34 años,2023,631,179
,,,
 35-39 años,2000,435,103
,,,
 35-39 años,2001,410,115
,,,
 35-39 años,2002,425,131
,,,
 35-39 años,2003,466,113
,,,
 35-39 años,2004,456,125
,,,
 35-39 años,2005,500,142
,,,
 35-39 años,2006,434,139
,,,
 35-39 años,2007,418,140
,,,
 35-39 años,2008,499,146
,,,
 35-39 años,2009,647,159
,,,
 35-39 años,2010,609,172
,,,
 35-39 años,2011,489,151
,,,
 35-39 años,2012,444,164
,,,
 35-39 años,2013,501,171
,,,
 35-39 años,2014,448,167
,,,
 35-39 años,2015,531,196
,,,
 35-39 años,2016,637,192
,,,
 35-39 años,2017,629,194
,,,
 35-39 años,2018,701,231
,,,
 35-39 años,2019,641,228
,,,
 35-39 años,2020,901,268
,,,
 35-39 años,2021,874,273
,,,
 35-39 años,2022,746,252
,,,
 35-39 años,2023,721,215
,,,
 40-44 años,2000,404,135
,,,
 40-44 años,2001,381,165
,,,
 40-44 años,2002,375,149
,,,
 40-44 años,2003,477,156
,,,
 40-44 años,2004,492,140
,,,
 40-44 años,2005,507,156
,,,
 40-44 años,2006,481,179
,,,
 40-44 años,2007,454,194
,,,
 40-44 años,2008,539,187
,,,
 40-44 años,2009,621,204
,,,
 40-44 años,2010,628,219
,,,
 40-44 años,2011,555,187
,,,
 40-44 años,2012,568,192
,,,
 40-44 años,2013,569,219
,,,
 40-44 años,2014,639,245
,,,
 40-44 años,2015,679,218
,,,
 40-44 años,2016,738,262
,,,
 40-44 años,2017,723,240
,,,
 40-44 años,2018,883,257
,,,
 40-44 años,2019,813,268
,,,
 40-44 años,2020,"1,142",439
,,,
 40-44 años,2021,"1,024",363
,,,
 40-44 años,2022,908,336
,,,
 40-44 años,2023,714,305
,,,
 45-49 años,2000,420,142
,,,
 45-49 años,2001,394,169
,,,
 45-49 años,2002,416,163
,,,
 45-49 años,2003,445,187
,,,
 45-49 años,2004,491,206
,,,
 45-49 años,2005,508,210
,,,
 45-49 años,2006,529,209
,,,
 45-49 años,2007,514,222
,,,
 45-49 años,2008,551,231
,,,
 45-49 años,2009,605,236
,,,
 45-49 años,2010,625,272
,,,
 45-49 años,2011,637,245
,,,
 45-49 años,2012,622,233
,,,
 45-49 años,2013,682,291
,,,
 45-49 años,2014,696,301
,,,
 45-49 años,2015,782,273
,,,
 45-49 años,2016,830,300
,,,
 45-49 años,2017,839,328
,,,
 45-49 años,2018,975,315
,,,
 45-49 años,2019,988,358
,,,
 45-49 años,2020,"1,539",661
,,,
 45-49 años,2021,"1,343",542
,,,
 45-49 años,2022,"1,142",408
,,,
 45-49 años,2023,964,348
,,,
 50-54 años,2000,407,222
,,,
 50-54 años,2001,410,222
,,,
 50-54 años,2002,423,210
,,,
 50-54 años,2003,437,221
,,,
 50-54 años,2004,495,252
,,,
 50-54 años,2005,483,250
,,,
 50-54 años,2006,531,252
,,,
 50-54 años,2007,563,284
,,,
 50-54 años,2008,638,281
,,,
 50-54 años,2009,681,335
,,,
 50-54 años,2010,653,307
,,,
 50-54 años,2011,728,327
,,,
 50-54 años,2012,727,307
,,,
 50-54 años,2013,767,382
,,,
 50-54 años,2014,819,354
,,,
 50-54 años,2015,885,382
,,,
 50-54 años,2016,938,365
,,,
 50-54 años,2017,898,416
,,,
 50-54 años,2018,"1,056",451
,,,
 50-54 años,2019,"1,031",441
,,,
 50-54 años,2020,"1,781",833
,,,
 50-54 años,2021,"1,546",677
,,,
 50-54 años,2022,"1,240",508
,,,
 50-54 años,2023,"1,231",475
,,,
 55-59 años,2000,445,259
,,,
 55-59 años,2001,409,260
,,,
 55-59 años,2002,418,260
,,,
 55-59 años,2003,457,287
,,,
