Grupo_edad,Año, Hombre, Mujer
 45-49 años,2007,547,291
,,,
 45-49 años,2008,576,295
,,,
 45-49 años,2009,575,323
,,,
 45-49 años,2010,586,318
,,,
 45-49 años,2011,540,252
,,,
 45-49 años,2012,571,308
,,,
 45-49 años,2013,567,297
,,,
 45-49 años,2014,586,320
,,,
 45-49 años,2015,617,306
,,,
 45-49 años,2016,688,290
,,,
 45-49 años,2017,719,308
,,,
 45-49 años,2018,770,306
,,,
 45-49 años,2019,784,358
,,,
 45-49 años,2020,"1,062",511
,,,
 45-49 años,2021,"1,492",663
,,,
 45-49 años,2022,884,418
,,,
 45-49 años,2023,870,358
,,,
 50-54 años,2000,463,332
,,,
 50-54 años,2001,471,299
,,,
 50-54 años,2002,457,351
,,,
 50-54 años,2003,507,371
,,,
 50-54 años,2004,544,349
,,,
 50-54 años,2005,566,323
,,,
 50-54 años,2006,541,327
,,,
 50-54 años,2007,547,320
,,,
 50-54 años,2008,622,385
,,,
 50-54 años,2009,627,414
,,,
 50-54 años,2010,660,387
,,,
 50-54 años,2011,645,373
,,,
 50-54 años,2012,641,379
,,,
 50-54 años,2013,679,438
,,,
 50-54 años,2014,707,405
,,,
 50-54 años,2015,711,440
,,,
 50-54 años,2016,773,440
,,,
 50-54 años,2017,730,453
,,,
 50-54 años,2018,747,498
,,,
 50-54 años,2019,867,455
,,,
 50-54 años,2020,"1,132",654
,,,
 50-54 años,2021,"1,670",937
,,,
 50-54 años,2022,926,532
,,,
 50-54 años,2023,981,493
,,,
 55-59 años,2000,555,374
,,,
 55-59 años,2001,577,388
,,,
 55-59 años,2002,524,413
,,,
 55-59 años,2003,567,442
,,,
 55-59 años,2004,597,419
,,,
 55-59 años,2005,604,453
,,,
 55-59 años,2006,634,429
,,,
 55-59 años,2007,625,456
,,,
 55-59 años,2008,681,461
,,,
 55-59 años,2009,712,555
,,,
 55-59 años,2010,755,525
,,,
 55-59 años,2011,721,567
,,,
 55-59 años,2012,763,557
,,,
 55-59 años,2013,780,545
,,,
 55-59 años,2014,758,579
,,,
 55-59 años,2015,827,579
,,,
 55-59 años,2016,898,653
,,,
 55-59 años,2017,975,583
,,,
 55-59 años,2018,882,596
,,,
 55-59 años,2019,"1,034",640
,,,
 55-59 años,2020,"1,428",934
,,,
 55-59 años,2021,"1,855","1,285"
,,,
 55-59 años,2022,"1,158",667
,,,
 55-59 años,2023,"1,029",730
,,,
 60-64 años,2000,625,540
,,,
 60-64 años,2001,638,495
,,,
 60-64 años,2002,630,531
,,,
