Grupo_edad,Año, Hombre, Mujer
 80-84 años,2003,229,214
,,,
 80-84 años,2004,202,227
,,,
 80-84 años,2005,248,269
,,,
 80-84 años,2006,243,246
,,,
 80-84 años,2007,237,238
,,,
 80-84 años,2008,230,277
,,,
 80-84 años,2009,244,271
,,,
 80-84 años,2010,255,283
,,,
 80-84 años,2011,242,261
,,,
 80-84 años,2012,257,301
,,,
 80-84 años,2013,300,304
,,,
 80-84 años,2014,271,298
,,,
 80-84 años,2015,292,309
,,,
 80-84 años,2016,317,331
,,,
 80-84 años,2017,319,332
,,,
 80-84 años,2018,307,325
,,,
 80-84 años,2019,326,371
,,,
 80-84 años,2020,477,423
,,,
 80-84 años,2021,484,460
,,,
 80-84 años,2022,426,399
,,,
 80-84 años,2023,335,390
,,,
 85 años y más,2000,268,385
,,,
 85 años y más,2001,287,373
,,,
 85 años y más,2002,305,441
,,,
 85 años y más,2003,300,431
,,,
 85 años y más,2004,318,397
,,,
 85 años y más,2005,339,474
,,,
 85 años y más,2006,372,391
,,,
 85 años y más,2007,351,501
,,,
 85 años y más,2008,355,489
,,,
 85 años y más,2009,396,490
,,,
 85 años y más,2010,404,613
,,,
 85 años y más,2011,377,495
,,,
 85 años y más,2012,417,525
,,,
 85 años y más,2013,407,561
,,,
 85 años y más,2014,423,605
,,,
 85 años y más,2015,466,550
,,,
 85 años y más,2016,451,618
,,,
 85 años y más,2017,492,606
,,,
 85 años y más,2018,491,618
,,,
 85 años y más,2019,515,680
,,,
 85 años y más,2020,673,764
,,,
 85 años y más,2021,696,832
,,,
 85 años y más,2022,621,876
,,,
 85 años y más,2023,518,746
